school,degree_category,program_category,year,count
University of Central Oklahoma,Master,Statistics,2009,3
University of Connecticut,Doctorate,Statistics,2009,3
University of Iowa,Doctorate,Statistics,2009,3
University of New Mexico,Master,Statistics,2009,3
University of Rochester,Doctorate,Statistics,2009,3
University of South Carolina,Master,Biostatistics,2009,3
University of South Carolina,Doctorate,Biostatistics,2009,3
University of Texas at El Paso,Master,Statistics,2009,3
University of Utah,Master,Biostatistics,2009,3
University of Wyoming,Master,Statistics,2009,3
Virginia Commonwealth University,Master,Biostatistics,2009,3
Wayne State University,Master,Statistics,2009,3
Brown University,Doctorate,Biostatistics,2009,2
Case Western Reserve University,Doctorate,Statistics,2009,2
Columbia University,Doctorate,Biostatistics,2009,2
Eastern Michigan University,Master,Statistics,2009,2
Kansas State University,Doctorate,Statistics,2009,2
Louisiana State University,Master,Biostatistics,2009,2
Medical College of Wisconsin,Doctorate,Biostatistics,2009,2
Michigan State University,Doctorate,Statistics,2009,2
Montana State University,Master,Statistics,2009,2
North Dakota State University,Doctorate,Statistics,2009,2
Oklahoma State University,Doctorate,Statistics,2009,2
South Dakota State University,Master,Statistics,2009,2
Tulane University,Doctorate,Biostatistics,2009,2
"University at Albany, State University of New York",Doctorate,Statistics,2009,2
"University at Buffalo, State University of New York",Doctorate,Biostatistics,2009,2
"University of California, Davis",Doctorate,Biostatistics,2009,2
"University of California, Los Angeles",Doctorate,Biostatistics,2009,2
University of Illinois at Urbana-Champaign,Doctorate,Statistics,2009,2
University of Iowa,Doctorate,Biostatistics,2009,2
University of Kentucky,Doctorate,Statistics,2009,2
"University of Maryland, Baltimore County",Doctorate,Statistics,2009,2
University of Rochester,Master,Statistics,2009,2
University of Virginia,Doctorate,Statistics,2009,2
George Mason University,Doctorate,Statistics,2009,1
George Washington University,Doctorate,Statistics,2009,1
George Washington University,Doctorate,Biostatistics,2009,1
"Hunter College, City University of New York",Master,Statistics,2009,1
Northwestern University,Master,Statistics,2009,1
Stephen F Austin State University,Master,Statistics,2009,1
"University of California, Davis",Master,Biostatistics,2009,1
University of Louisville,Master,Biostatistics,2009,1
University of Louisville,Doctorate,Biostatistics,2009,1
University of Nebraska-Lincoln,Doctorate,Statistics,2009,1
University of North Carolina at Chapel Hill,Master,Statistics,2009,1
University of Rochester,Master,Biostatistics,2009,1
University of South Florida,Master,Statistics,2009,1
University of Vermont,Master,Statistics,2009,1
University of Washington,Master,Statistics,2009,1
University of Wyoming,Doctorate,Statistics,2009,1
Virginia Commonwealth University,Doctorate,Biostatistics,2009,1
Washington University in St. Louis,Master,Statistics,2009,1
American University,Doctorate,Statistics,2009,0
Arizona State University,Doctorate,Statistics,2009,0
Augusta University,Master,Biostatistics,2009,0
Augusta University,Doctorate,Biostatistics,2009,0
Boston University,Master,Statistics,2009,0
California State University-Fullerton,Master,Statistics,2009,0
"California State University, Long Beach",Master,Statistics,2009,0
Drexel University,Master,Biostatistics,2009,0
Duke University,Master,Biostatistics,2009,0
Eastern Kentucky University,Master,Statistics,2009,0
Florida State University,Doctorate,Biostatistics,2009,0
Fordham University,Master,Statistics,2009,0
George Mason University,Master,Biostatistics,2009,0
Icahn School of Medicine at Mount Sinai,Master,Biostatistics,2009,0
Indiana University,Master,Statistics,2009,0
Indiana University,Master,Biostatistics,2009,0
Kennesaw State University,Master,Statistics,2009,0
Louisiana State University,Doctorate,Biostatistics,2009,0
Marquette University,Master,Statistics,2009,0
Medical College of Wisconsin,Master,Biostatistics,2009,0
Michigan State University,Master,Biostatistics,2009,0
Minnesota State University-Mankato,Master,Statistics,2009,0
Montana State University,Doctorate,Statistics,2009,0
National University,Master,Statistics,2009,0
New Jersey Institute of Technology,Master,Biostatistics,2009,0
New York University,Master,Statistics,2009,0
Northwestern University,Doctorate,Statistics,2009,0
Ohio State University,Master,Biostatistics,2009,0
Oregon Health & Science University,Master,Biostatistics,2009,0
Pennsylvania State University-College of Medicine,Doctorate,Biostatistics,2009,0
Pennsylvania State University-World Campus,Master,Statistics,2009,0
Purdue University,Master,Biostatistics,2009,0
Purdue University,Doctorate,Biostatistics,2009,0
Rutgers University,Master,Biostatistics,2009,0
Saint Cloud State University,Master,Statistics,2009,0
San Jose State University,Master,Statistics,2009,0
Stevens Institute of Technology,Master,Statistics,2009,0
Texas A&M University,Master,Biostatistics,2009,0
Tulane University,Master,Statistics,2009,0
"University at Buffalo, State University of New York",Doctorate,Statistics,2009,0
University of Arizona,Master,Statistics,2009,0
University of Arizona,Master,Biostatistics,2009,0
University of Arizona,Doctorate,Statistics,2009,0
University of Arizona,Doctorate,Biostatistics,2009,0
"University of California, Irvine",Doctorate,Statistics,2009,0
University of Cincinnati,Master,Biostatistics,2009,0
University of Cincinnati,Doctorate,Statistics,2009,0
University of Cincinnati,Doctorate,Biostatistics,2009,0
University of Colorado Denver,Master,Biostatistics,2009,0
University of Colorado Denver,Doctorate,Biostatistics,2009,0
University of Denver,Master,Statistics,2009,0
University of Florida,Master,Biostatistics,2009,0
University of Florida,Doctorate,Biostatistics,2009,0
University of Georgia,Master,Biostatistics,2009,0
University of Hawaii at Manoa,Doctorate,Biostatistics,2009,0
University of Kansas,Master,Biostatistics,2009,0
University of Kansas,Doctorate,Biostatistics,2009,0
University of Maine,Master,Statistics,2009,0
University of Massachusetts Amherst,Master,Biostatistics,2009,0
University of Massachusetts Amherst,Doctorate,Biostatistics,2009,0
University of Miami,Master,Statistics,2009,0
University of Miami,Master,Biostatistics,2009,0
University of Mississippi Medical Center,Master,Biostatistics,2009,0
University of Mississippi Medical Center,Doctorate,Biostatistics,2009,0
University of Missouri-Kansas City,Master,Biostatistics,2009,0
University of New Hampshire,Doctorate,Statistics,2009,0
University of North Texas Health Science Center,Master,Biostatistics,2009,0
University of Oklahoma,Doctorate,Biostatistics,2009,0
University of Pennsylvania,Master,Statistics,2009,0
University of Texas at Dallas,Doctorate,Statistics,2009,0
University of Texas at San Antonio,Doctorate,Statistics,2009,0
University of Texas Southwestern Medical Center,Master,Biostatistics,2009,0
University of the Incarnate Word,Master,Statistics,2009,0
University of Toledo,Master,Biostatistics,2009,0
University of Utah,Master,Statistics,2009,0
University of Vermont,Master,Biostatistics,2009,0
Vanderbilt University,Master,Biostatistics,2009,0
Washington University in St. Louis,Master,Biostatistics,2009,0
Western Michigan University,Master,Biostatistics,2009,0
Yale University,Master,Biostatistics,2009,0
Columbia University,Master,Statistics,2010,241
Rutgers University,Master,Statistics,2010,63
Michigan State University,Master,Statistics,2010,53
Ohio State University,Master,Statistics,2010,45
Stanford University,Master,Statistics,2010,45
University of Illinois at Urbana-Champaign,Master,Statistics,2010,41
Cornell University,Master,Statistics,2010,36
University of Michigan,Master,Statistics,2010,36
Harvard University,Master,Statistics,2010,31
North Carolina State University,Master,Statistics,2010,31
"California State University, East Bay",Master,Statistics,2010,30
Columbia University,Master,Biostatistics,2010,30
University of Iowa,Master,Statistics,2010,27
University of Michigan,Master,Biostatistics,2010,25
Boston University,Master,Biostatistics,2010,24
Georgetown University,Master,Statistics,2010,24
West Chester University,Master,Statistics,2010,24
DePaul University,Master,Statistics,2010,23
Yale University,Master,Statistics,2010,23
Iowa State University,Master,Statistics,2010,22
University of Central Florida,Master,Statistics,2010,22
"California State University, East Bay",Master,Biostatistics,2010,21
"University of California, Santa Barbara",Master,Statistics,2010,20
Colorado State University,Master,Statistics,2010,19
North Carolina State University,Doctorate,Statistics,2010,19
Texas A&M University,Master,Statistics,2010,19
"University of California, Los Angeles",Master,Statistics,2010,19
"University of California, Los Angeles",Master,Biostatistics,2010,19
University of Minnesota,Master,Biostatistics,2010,19
University of Chicago,Master,Statistics,2010,18
George Mason University,Master,Statistics,2010,17
University of Georgia,Master,Statistics,2010,17
University of Tennessee Knoxville,Master,Statistics,2010,17
University of Wisconsin-Madison,Master,Statistics,2010,17
West Virginia University,Master,Statistics,2010,17
Pennsylvania State University,Master,Statistics,2010,16
Rochester Institute of Technology,Master,Statistics,2010,16
"University of California, Berkeley",Master,Statistics,2010,16
Johns Hopkins University,Master,Biostatistics,2010,15
New Jersey Institute of Technology,Master,Statistics,2010,15
Purdue University,Master,Statistics,2010,15
San Diego State University,Master,Statistics,2010,15
University of Maryland,Master,Statistics,2010,15
University of South Carolina,Master,Statistics,2010,15
University of Texas at Austin,Master,Statistics,2010,15
Virginia Tech,Master,Statistics,2010,15
Harvard University,Master,Biostatistics,2010,14
University of Alabama,Master,Statistics,2010,14
University of Cincinnati,Master,Statistics,2010,14
University of Delaware,Master,Statistics,2010,14
Georgia Institute of Technology,Master,Statistics,2010,13
Iowa State University,Doctorate,Statistics,2010,13
University of North Carolina at Chapel Hill,Doctorate,Biostatistics,2010,13
Purdue University,Doctorate,Statistics,2010,12
University of Florida,Master,Statistics,2010,12
University of Missouri,Master,Statistics,2010,12
University of Nebraska-Lincoln,Master,Statistics,2010,12
University of Wisconsin-Madison,Doctorate,Statistics,2010,12
Washington State University,Master,Statistics,2010,12
Arizona State University,Master,Statistics,2010,11
Grand Valley State University,Master,Biostatistics,2010,11
Louisiana State University,Master,Statistics,2010,11
Loyola University Chicago,Master,Statistics,2010,11
Ohio State University,Doctorate,Statistics,2010,11
Oregon State University,Master,Statistics,2010,11
Rice University,Master,Statistics,2010,11
Rice University,Doctorate,Statistics,2010,11
Texas A&M University,Doctorate,Statistics,2010,11
University of Michigan,Doctorate,Statistics,2010,11
University of New Mexico,Master,Statistics,2010,11
University of Pittsburgh,Master,Biostatistics,2010,11
University of Virginia,Master,Statistics,2010,11
Pennsylvania State University,Doctorate,Statistics,2010,10
University of Akron,Master,Statistics,2010,10
University of Pittsburgh,Doctorate,Biostatistics,2010,10
University of Southern California,Master,Statistics,2010,10
University of Texas Health Science Center at Houston,Master,Biostatistics,2010,10
University of Washington,Master,Biostatistics,2010,10
Villanova University,Master,Statistics,2010,10
Western Michigan University,Master,Statistics,2010,10
Auburn University,Master,Statistics,2010,9
"Baruch College, City University of New York",Master,Statistics,2010,9
"Hunter College, City University of New York",Master,Statistics,2010,9
Kansas State University,Master,Statistics,2010,9
Stanford University,Doctorate,Statistics,2010,9
"University of California, Riverside",Master,Statistics,2010,9
University of Connecticut,Master,Statistics,2010,9
University of Iowa,Master,Biostatistics,2010,9
"University of Maryland, Baltimore County",Master,Statistics,2010,9
University of Michigan,Doctorate,Biostatistics,2010,9
University of Minnesota,Master,Statistics,2010,9
University of North Carolina at Chapel Hill,Master,Biostatistics,2010,9
University of Pennsylvania,Doctorate,Statistics,2010,9
University of Washington,Master,Statistics,2010,9
Boston University,Doctorate,Biostatistics,2010,8
Brigham Young University,Master,Statistics,2010,8
Carnegie Mellon University,Master,Statistics,2010,8
George Washington University,Master,Statistics,2010,8
Temple University,Master,Statistics,2010,8
"University at Albany, State University of New York",Master,Statistics,2010,8
University of Arkansas,Master,Statistics,2010,8
"University of California, Los Angeles",Doctorate,Statistics,2010,8
University of Missouri,Doctorate,Statistics,2010,8
University of Vermont,Master,Statistics,2010,8
University of Washington,Doctorate,Biostatistics,2010,8
Ball State University,Master,Statistics,2010,7
Loma Linda University,Master,Biostatistics,2010,7
Montana State University,Master,Statistics,2010,7
Rutgers University,Doctorate,Statistics,2010,7
Sam Houston State University,Master,Statistics,2010,7
"University at Buffalo, State University of New York",Master,Biostatistics,2010,7
"University of California, Irvine",Master,Statistics,2010,7
University of Houston,Master,Statistics,2010,7
University of Texas at El Paso,Master,Statistics,2010,7
University of Texas at San Antonio,Master,Statistics,2010,7
University of Washington,Doctorate,Statistics,2010,7
Utah State University,Master,Statistics,2010,7
Virginia Commonwealth University,Master,Biostatistics,2010,7
Arizona State University,Doctorate,Statistics,2010,6
Carnegie Mellon University,Doctorate,Statistics,2010,6
Georgetown University,Master,Biostatistics,2010,6
Harvard University,Doctorate,Biostatistics,2010,6
Johns Hopkins University,Doctorate,Biostatistics,2010,6
Miami University,Master,Statistics,2010,6
Northern Illinois University,Master,Statistics,2010,6
Portland State University,Master,Statistics,2010,6
Texas Tech University,Master,Statistics,2010,6
"University of California, Berkeley",Master,Biostatistics,2010,6
"University of California, Berkeley",Doctorate,Statistics,2010,6
"University of California, Los Angeles",Doctorate,Biostatistics,2010,6
University of Georgia,Doctorate,Statistics,2010,6
University of Nebraska-Lincoln,Doctorate,Statistics,2010,6
University of Pittsburgh,Master,Statistics,2010,6
University of Southern California,Master,Biostatistics,2010,6
Wayne State University,Master,Statistics,2010,6
Wright State University,Master,Statistics,2010,6
Baylor University,Doctorate,Statistics,2010,5
Columbia University,Doctorate,Statistics,2010,5
Duke University,Doctorate,Statistics,2010,5
Emory University,Master,Biostatistics,2010,5
Florida State University,Doctorate,Statistics,2010,5
Kansas State University,Doctorate,Statistics,2010,5
Mississippi State University,Master,Statistics,2010,5
Oklahoma State University,Master,Statistics,2010,5
"University of California, Berkeley",Doctorate,Biostatistics,2010,5
University of Colorado Denver,Master,Biostatistics,2010,5
University of Connecticut,Doctorate,Statistics,2010,5
University of Florida,Doctorate,Statistics,2010,5
University of Idaho,Master,Statistics,2010,5
University of Kentucky,Master,Statistics,2010,5
University of Kentucky,Doctorate,Statistics,2010,5
University of Louisville,Doctorate,Biostatistics,2010,5
University of North Carolina at Chapel Hill,Doctorate,Statistics,2010,5
University of Oklahoma,Master,Biostatistics,2010,5
University of Pennsylvania,Doctorate,Biostatistics,2010,5
University of Texas Health Science Center at Houston,Doctorate,Biostatistics,2010,5
Virginia Tech,Doctorate,Statistics,2010,5
American University,Master,Statistics,2010,4
Baylor University,Master,Statistics,2010,4
Case Western Reserve University,Master,Statistics,2010,4
Colorado State University,Doctorate,Statistics,2010,4
Drexel University,Master,Biostatistics,2010,4
Duke University,Master,Statistics,2010,4
Emory University,Doctorate,Biostatistics,2010,4
Florida International University,Master,Statistics,2010,4
Harvard University,Doctorate,Statistics,2010,4
Indiana University,Master,Statistics,2010,4
Montclair State University,Master,Statistics,2010,4
North Dakota State University,Master,Statistics,2010,4
Saint Louis University,Master,Biostatistics,2010,4
Syracuse University,Master,Statistics,2010,4
University of Chicago,Doctorate,Statistics,2010,4
University of Iowa,Doctorate,Statistics,2010,4
University of Maine,Master,Statistics,2010,4
University of Maryland,Doctorate,Statistics,2010,4
University of Pennsylvania,Master,Statistics,2010,4
University of Pennsylvania,Master,Biostatistics,2010,4
University of Rochester,Master,Statistics,2010,4
University of Southern Maine,Master,Statistics,2010,4
University of South Florida,Master,Statistics,2010,4
University of Texas at Dallas,Master,Statistics,2010,4
University of Vermont,Master,Biostatistics,2010,4
University of Virginia,Doctorate,Statistics,2010,4
Brown University,Master,Biostatistics,2010,3
Columbia University,Doctorate,Biostatistics,2010,3
Cornell University,Doctorate,Statistics,2010,3
Florida State University,Master,Statistics,2010,3
George Washington University,Master,Biostatistics,2010,3
George Washington University,Doctorate,Statistics,2010,3
George Washington University,Doctorate,Biostatistics,2010,3
Lehigh University,Master,Statistics,2010,3
Michigan State University,Doctorate,Statistics,2010,3
Minnesota State University-Mankato,Master,Statistics,2010,3
New Mexico State University,Master,Statistics,2010,3
New York Medical College,Master,Biostatistics,2010,3
Southern Methodist University,Doctorate,Statistics,2010,3
"University at Buffalo, State University of New York",Doctorate,Biostatistics,2010,3
University of Alabama at Birmingham,Doctorate,Biostatistics,2010,3
"University of California, Davis",Master,Biostatistics,2010,3
"University of California, Davis",Doctorate,Statistics,2010,3
"University of California, San Diego",Master,Statistics,2010,3
University of Colorado Denver,Doctorate,Biostatistics,2010,3
University of Illinois at Urbana-Champaign,Doctorate,Statistics,2010,3
University of Iowa,Doctorate,Biostatistics,2010,3
University of Louisville,Master,Biostatistics,2010,3
University of New Mexico,Doctorate,Statistics,2010,3
University of Rochester,Doctorate,Statistics,2010,3
University of South Carolina,Doctorate,Statistics,2010,3
University of Texas at Dallas,Doctorate,Statistics,2010,3
University of Utah,Master,Biostatistics,2010,3
Virginia Commonwealth University,Doctorate,Biostatistics,2010,3
Western Michigan University,Doctorate,Statistics,2010,3
Worcester Polytechnic Institute,Master,Statistics,2010,3
Bowling Green State University,Master,Statistics,2010,2
Bowling Green State University,Doctorate,Statistics,2010,2
Case Western Reserve University,Doctorate,Statistics,2010,2
Eastern Michigan University,Master,Statistics,2010,2
George Mason University,Doctorate,Statistics,2010,2
North Dakota State University,Doctorate,Statistics,2010,2
Northwestern University,Master,Biostatistics,2010,2
Northwestern University,Doctorate,Statistics,2010,2
Ohio State University,Doctorate,Biostatistics,2010,2
South Dakota State University,Master,Statistics,2010,2
Southern Methodist University,Master,Statistics,2010,2
Stephen F Austin State University,Master,Statistics,2010,2
Temple University,Doctorate,Statistics,2010,2
Tulane University,Master,Biostatistics,2010,2
Tulane University,Doctorate,Biostatistics,2010,2
"University at Albany, State University of New York",Doctorate,Statistics,2010,2
University of Alabama at Birmingham,Master,Biostatistics,2010,2
"University of California, Davis",Master,Statistics,2010,2
"University of California, Davis",Doctorate,Biostatistics,2010,2
"University of California, Santa Barbara",Doctorate,Statistics,2010,2
University of Cincinnati,Doctorate,Biostatistics,2010,2
"University of Maryland, Baltimore County",Doctorate,Statistics,2010,2
University of Minnesota,Doctorate,Statistics,2010,2
University of North Carolina at Chapel Hill,Master,Statistics,2010,2
University of Pittsburgh,Doctorate,Statistics,2010,2
University of Rhode Island,Master,Statistics,2010,2
University of Rochester,Master,Biostatistics,2010,2
University of South Carolina,Doctorate,Biostatistics,2010,2
University of Wyoming,Master,Statistics,2010,2
University of Wyoming,Doctorate,Statistics,2010,2
Washington University in St. Louis,Master,Statistics,2010,2
Brown University,Doctorate,Biostatistics,2010,1
Florida State University,Master,Biostatistics,2010,1
Florida State University,Doctorate,Biostatistics,2010,1
Louisiana State University,Master,Biostatistics,2010,1
Northern Arizona University,Master,Statistics,2010,1
Oakland University,Master,Statistics,2010,1
Oklahoma State University,Doctorate,Statistics,2010,1
Oregon State University,Doctorate,Statistics,2010,1
University of Alabama,Doctorate,Statistics,2010,1
University of Arizona,Master,Statistics,2010,1
University of Cincinnati,Master,Biostatistics,2010,1
University of Minnesota,Doctorate,Biostatistics,2010,1
University of Mississippi Medical Center,Doctorate,Biostatistics,2010,1
University of South Carolina,Master,Biostatistics,2010,1
University of Texas at San Antonio,Doctorate,Statistics,2010,1
Yale University,Doctorate,Statistics,2010,1
American University,Doctorate,Statistics,2010,0
Augusta University,Master,Biostatistics,2010,0
Augusta University,Doctorate,Biostatistics,2010,0
Boston University,Master,Statistics,2010,0
California State University-Fullerton,Master,Statistics,2010,0
"California State University, Long Beach",Master,Statistics,2010,0
Duke University,Master,Biostatistics,2010,0
Eastern Kentucky University,Master,Statistics,2010,0
Fordham University,Master,Statistics,2010,0
George Mason University,Master,Biostatistics,2010,0
Georgia Health Sciences University,Master,Biostatistics,2010,0
Icahn School of Medicine at Mount Sinai,Master,Biostatistics,2010,0
Indiana University,Master,Biostatistics,2010,0
Kennesaw State University,Master,Statistics,2010,0
Louisiana State University,Doctorate,Biostatistics,2010,0
Marquette University,Master,Statistics,2010,0
Medical College of Wisconsin,Master,Biostatistics,2010,0
Medical College of Wisconsin,Doctorate,Biostatistics,2010,0
Michigan State University,Master,Biostatistics,2010,0
Montana State University,Doctorate,Statistics,2010,0
National University,Master,Statistics,2010,0
New Jersey Institute of Technology,Master,Biostatistics,2010,0
New York University,Master,Statistics,2010,0
Northwestern University,Master,Statistics,2010,0
Ohio State University,Master,Biostatistics,2010,0
Oregon Health & Science University,Master,Biostatistics,2010,0
Pennsylvania State University-College of Medicine,Doctorate,Biostatistics,2010,0
Pennsylvania State University-World Campus,Master,Statistics,2010,0
Purdue University,Master,Biostatistics,2010,0
Purdue University,Doctorate,Biostatistics,2010,0
Rutgers University,Master,Biostatistics,2010,0
Saint Cloud State University,Master,Statistics,2010,0
San Jose State University,Master,Statistics,2010,0
Stevens Institute of Technology,Master,Statistics,2010,0
Texas A&M University,Master,Biostatistics,2010,0
Tulane University,Master,Statistics,2010,0
"University at Buffalo, State University of New York",Doctorate,Statistics,2010,0
University of Arizona,Master,Biostatistics,2010,0
University of Arizona,Doctorate,Statistics,2010,0
University of Arizona,Doctorate,Biostatistics,2010,0
"University of California, Irvine",Doctorate,Statistics,2010,0
"University of California, Riverside",Doctorate,Statistics,2010,0
University of Central Oklahoma,Master,Statistics,2010,0
University of Cincinnati,Doctorate,Statistics,2010,0
University of Denver,Master,Statistics,2010,0
University of Florida,Master,Biostatistics,2010,0
University of Florida,Doctorate,Biostatistics,2010,0
University of Georgia,Master,Biostatistics,2010,0
University of Hawaii at Manoa,Doctorate,Biostatistics,2010,0
University of Kansas,Master,Biostatistics,2010,0
University of Kansas,Doctorate,Biostatistics,2010,0
University of Massachusetts Amherst,Master,Biostatistics,2010,0
University of Massachusetts Amherst,Doctorate,Biostatistics,2010,0
University of Miami,Master,Statistics,2010,0
University of Miami,Master,Biostatistics,2010,0
University of Mississippi Medical Center,Master,Biostatistics,2010,0
University of Missouri-Kansas City,Master,Biostatistics,2010,0
University of New Hampshire,Doctorate,Statistics,2010,0
University of North Texas Health Science Center,Master,Biostatistics,2010,0
University of Oklahoma,Doctorate,Biostatistics,2010,0
University of Southern California,Doctorate,Biostatistics,2010,0
University of Texas Southwestern Medical Center,Master,Biostatistics,2010,0
University of the Incarnate Word,Master,Statistics,2010,0
University of Toledo,Master,Biostatistics,2010,0
University of Utah,Master,Statistics,2010,0
Vanderbilt University,Master,Biostatistics,2010,0
Washington University in St. Louis,Master,Biostatistics,2010,0
Western Michigan University,Master,Biostatistics,2010,0
Yale University,Master,Biostatistics,2010,0
Columbia University,Master,Statistics,2011,242
"California State University, East Bay",Master,Statistics,2011,49
Rutgers University,Master,Statistics,2011,47
University of Illinois at Urbana-Champaign,Master,Statistics,2011,46
Ohio State University,Master,Statistics,2011,45
Michigan State University,Master,Statistics,2011,44
University of Michigan,Master,Statistics,2011,44
Stanford University,Master,Statistics,2011,39
University of Chicago,Master,Statistics,2011,39
Cornell University,Master,Statistics,2011,35
Purdue University,Master,Statistics,2011,31
Columbia University,Master,Biostatistics,2011,30
Georgetown University,Master,Statistics,2011,29
North Carolina State University,Master,Statistics,2011,29
University of Michigan,Master,Biostatistics,2011,29
Iowa State University,Master,Statistics,2011,27
University of Georgia,Master,Statistics,2011,27
University of Iowa,Master,Statistics,2011,26
Texas A&M University,Master,Statistics,2011,24
Virginia Tech,Master,Statistics,2011,24
West Chester University,Master,Statistics,2011,24
West Virginia University,Master,Statistics,2011,22
Pennsylvania State University,Master,Statistics,2011,21
"Baruch College, City University of New York",Master,Statistics,2011,20
George Washington University,Master,Statistics,2011,20
Harvard University,Master,Statistics,2011,20
Oregon State University,Master,Statistics,2011,20
Georgetown University,Master,Biostatistics,2011,19
"Hunter College, City University of New York",Master,Statistics,2011,19
Rochester Institute of Technology,Master,Statistics,2011,19
University of Virginia,Master,Statistics,2011,19
Georgia Institute of Technology,Master,Statistics,2011,18
University of Akron,Master,Statistics,2011,18
"University of California, Berkeley",Master,Statistics,2011,18
George Mason University,Master,Statistics,2011,17
Johns Hopkins University,Master,Biostatistics,2011,17
Rice University,Master,Statistics,2011,17
San Diego State University,Master,Statistics,2011,17
University of Delaware,Master,Statistics,2011,17
Emory University,Master,Biostatistics,2011,16
Texas A&M University,Doctorate,Statistics,2011,16
"University of California, Los Angeles",Master,Statistics,2011,16
University of Central Florida,Master,Statistics,2011,16
University of Nebraska-Lincoln,Master,Statistics,2011,16
Boston University,Master,Biostatistics,2011,15
Colorado State University,Master,Statistics,2011,15
Kansas State University,Master,Statistics,2011,15
Texas Tech University,Master,Statistics,2011,15
University of Pittsburgh,Doctorate,Biostatistics,2011,15
Washington State University,Master,Statistics,2011,15
Yale University,Master,Statistics,2011,15
Iowa State University,Doctorate,Statistics,2011,14
North Carolina State University,Doctorate,Statistics,2011,14
Pennsylvania State University,Doctorate,Statistics,2011,14
University of Minnesota,Master,Biostatistics,2011,14
University of Tennessee Knoxville,Master,Statistics,2011,14
Carnegie Mellon University,Master,Statistics,2011,13
DePaul University,Master,Statistics,2011,13
Florida State University,Doctorate,Statistics,2011,13
Stanford University,Doctorate,Statistics,2011,13
"University of California, Santa Barbara",Master,Statistics,2011,13
University of South Florida,Master,Statistics,2011,13
University of Washington,Master,Biostatistics,2011,13
University of Wisconsin-Madison,Master,Statistics,2011,13
University of Wisconsin-Madison,Doctorate,Statistics,2011,13
Grand Valley State University,Master,Biostatistics,2011,12
Harvard University,Master,Biostatistics,2011,12
"University at Buffalo, State University of New York",Master,Biostatistics,2011,12
"University of California, Los Angeles",Master,Biostatistics,2011,12
University of Kentucky,Master,Statistics,2011,12
University of Missouri,Master,Statistics,2011,12
University of North Carolina at Chapel Hill,Doctorate,Biostatistics,2011,12
Villanova University,Master,Statistics,2011,12
"California State University, East Bay",Master,Biostatistics,2011,11
Duke University,Master,Statistics,2011,11
New Jersey Institute of Technology,Master,Statistics,2011,11
Northern Illinois University,Master,Statistics,2011,11
"University at Albany, State University of New York",Master,Statistics,2011,11
"University of California, San Diego",Master,Statistics,2011,11
University of Florida,Master,Statistics,2011,11
University of North Carolina at Chapel Hill,Master,Biostatistics,2011,11
University of Texas at San Antonio,Master,Statistics,2011,11
Loyola University Chicago,Master,Statistics,2011,10
Northwestern University,Master,Biostatistics,2011,10
Portland State University,Master,Statistics,2011,10
University of Alabama,Master,Statistics,2011,10
"University of California, Berkeley",Doctorate,Statistics,2011,10
"University of California, Riverside",Doctorate,Statistics,2011,10
University of Michigan,Doctorate,Biostatistics,2011,10
University of Minnesota,Master,Statistics,2011,10
University of Texas at Austin,Master,Statistics,2011,10
University of Texas Southwestern Medical Center,Master,Biostatistics,2011,10
Arizona State University,Master,Statistics,2011,9
Columbia University,Doctorate,Statistics,2011,9
Harvard University,Doctorate,Biostatistics,2011,9
Purdue University,Doctorate,Statistics,2011,9
University of Connecticut,Master,Statistics,2011,9
University of North Carolina at Chapel Hill,Master,Statistics,2011,9
University of Texas Health Science Center at Houston,Master,Biostatistics,2011,9
Utah State University,Master,Statistics,2011,9
Western Michigan University,Master,Statistics,2011,9
Ball State University,Master,Statistics,2011,8
Brigham Young University,Master,Statistics,2011,8
Brown University,Master,Biostatistics,2011,8
Carnegie Mellon University,Doctorate,Statistics,2011,8
Duke University,Doctorate,Statistics,2011,8
Johns Hopkins University,Doctorate,Biostatistics,2011,8
New Jersey Institute of Technology,Master,Biostatistics,2011,8
Syracuse University,Master,Statistics,2011,8
Temple University,Master,Statistics,2011,8
University of Arkansas,Master,Statistics,2011,8
"University of California, Berkeley",Doctorate,Biostatistics,2011,8
University of Illinois at Urbana-Champaign,Doctorate,Statistics,2011,8
University of Iowa,Master,Biostatistics,2011,8
University of Maryland,Master,Statistics,2011,8
"University of Maryland, Baltimore County",Master,Statistics,2011,8
University of Minnesota,Doctorate,Statistics,2011,8
University of North Carolina at Chapel Hill,Doctorate,Statistics,2011,8
University of Texas at Dallas,Master,Statistics,2011,8
Wright State University,Master,Statistics,2011,8
Baylor University,Doctorate,Statistics,2011,7
Louisiana State University,Master,Statistics,2011,7
North Dakota State University,Master,Statistics,2011,7
Temple University,Doctorate,Statistics,2011,7
University of Alabama at Birmingham,Master,Biostatistics,2011,7
"University of California, Berkeley",Master,Biostatistics,2011,7
"University of California, Davis",Master,Statistics,2011,7
"University of California, Irvine",Master,Statistics,2011,7
"University of California, Los Angeles",Doctorate,Statistics,2011,7
University of Michigan,Doctorate,Statistics,2011,7
University of Pennsylvania,Master,Statistics,2011,7
University of Pittsburgh,Master,Statistics,2011,7
University of Pittsburgh,Doctorate,Statistics,2011,7
University of Texas Health Science Center at Houston,Doctorate,Biostatistics,2011,7
University of Washington,Master,Statistics,2011,7
University of Washington,Doctorate,Statistics,2011,7
Virginia Tech,Doctorate,Statistics,2011,7
American University,Master,Statistics,2011,6
